"ContextId","Alias","GeoLevel","LocationAvivGeoId","LocationName","WhiteLabelUrl"
"58640","buy:agricultureforestry","Country","AD02DE1","Deutschland","https://www.immowelt.de/suche/kaufen/landwirtschaft/deutschland/ad02de1"
"58640","buy:agricultureforestry","Region","AD04DE11","Berlin","https://www.immowelt.de/suche/kaufen/landwirtschaft/berlin/ad04de11"
"58640","buy:agricultureforestry","Province","AD06DE326","Berlin","https://www.immowelt.de/suche/kaufen/landwirtschaft/berlin/berlin-11000/ad06de326"
"58640","buy:agricultureforestry","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","https://www.immowelt.de/suche/kaufen/landwirtschaft/hamburg/hamburg-20095/ad08de1113"
"58640","buy:agricultureforestry","Borough","AD09DE73","Wandsbek (alle Postleitzahlen)","https://www.immowelt.de/suche/kaufen/landwirtschaft/hamburg-20095/wandsbek-22159/ad09de73"
"58640","buy:agricultureforestry","Neighborhood","NBH2DE91295303","Rahlstedt (alle Postleitzahlen)","https://www.immowelt.de/suche/kaufen/landwirtschaft/hamburg-20095/rahlstedt-22145/nbh2de91295303"
"45430","buy:agricultureforestry:farmranch","Country","AD02DE1","Deutschland","https://www.immowelt.de/suche/kaufen/landwirtschaft/farm/deutschland/ad02de1"
"45430","buy:agricultureforestry:farmranch","Region","AD04DE11","Berlin","https://www.immowelt.de/suche/kaufen/landwirtschaft/farm/berlin/ad04de11"
"45430","buy:agricultureforestry:farmranch","Province","AD06DE326","Berlin","https://www.immowelt.de/suche/kaufen/landwirtschaft/farm/berlin/berlin-11000/ad06de326"
"45430","buy:agricultureforestry:farmranch","Municipality","AD08DE1113","Hamburg (alle Postleitzahlen)","https://www.immowelt.de/suche/kaufen/landwirtschaft/farm/hamburg/hamburg-20095/ad08de1113"
"45430","buy:agricultureforestry:farmranch","Borough","AD09DE73","Wandsbek (alle Postleitzahlen)","https://www.immowelt.de/suche/kaufen/landwirtschaft/farm/hamburg-20095/wandsbek-22159/ad09de73"
"31816","buy:agricultureforestry:forestry","Country","AD02DE1","Deutschland","https://www.immowelt.de/suche/kaufen/landwirtschaft/forstwirtschaft/deutschland/ad02de1"
"31816","buy:agricultureforestry:forestry","Region","AD04DE11","Berlin","https://www.immowelt.de/suche/kaufen/landwirtschaft/forstwirtschaft/berlin/ad04de11"
